REFERENCE_YEAR,DISTRICT_NAME,DISTRICT_ID,TALUKA_NAME,TALUKA_ID,RICE,WHEAT,JOWARR,BAJRA,BARLEY/_Missing,MAIZE,RAGI,OTHR_CEREALS,GRAM,TUR,MUNG,UDID,MASOOR,OTR_PULSES,SUGARCANE,OTHER_SPICES/_Missing,COTTON/_Missing,MESTA/_Missing,LINSEED_JAWAS,GROUNDNUTS,SUNFLOWER,SESAMUM/_Missing,SOYABEAN,OTR_OILSEEDS,TOBACCO/_Missing,MEDICINAL/_Missing,RAGI/_Missing,MASOOR/_Missing,LINSEED_JAWAS/_Missing,RICE/_Missing,WHEAT/_Missing,MAIZE/_Missing
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
2011-12,Ahmadnagar,522,Rahta,4204,,6292,1264,8016,.,6267,,23,1570,43,5,0,,3,723206,.,.,.,,111,0,.,30443,3,.,.,.,.,.,.,,
