TALUKA_NAME,target_crop,soil_moisture
Kopargaon,SUGARCANE,0.723018634
Kopargaon,SUGARCANE,0.918161824
Kopargaon,SUGARCANE,0.760583978
Kopargaon,SUGARCANE,0.818878651
Kopargaon,SUGARCANE,0.857505308
Kopargaon,SUGARCANE,0.853616442
Kopargaon,SUGARCANE,0.823514706
Kopargaon,SUGARCANE,0.825690085
Kopargaon,SUGARCANE,0.769210376
Kopargaon,SUGARCANE,0.79769353
Kopargaon,SUGARCANE,0.742704439
Kopargaon,SUGARCANE,0.755367551
Kopargaon,SUGARCANE,0.75304844
Kopargaon,SUGARCANE,0.971952402
Kopargaon,SUGARCANE,0.773183147
Kopargaon,SUGARCANE,0.802253812
Kopargaon,SUGARCANE,0.814322426
Kopargaon,SUGARCANE,0.949698071
Kopargaon,SUGARCANE,0.819730033
Kopargaon,SUGARCANE,0.97219304
Kopargaon,SUGARCANE,0.910446292
Kopargaon,SUGARCANE,0.947979806
Kopargaon,SUGARCANE,0.792155254
Kopargaon,SUGARCANE,0.745028933
Kopargaon,SUGARCANE,0.767567718
Kopargaon,SUGARCANE,0.81835141
Kopargaon,SUGARCANE,0.859370523
Kopargaon,SUGARCANE,0.987389854
Kopargaon,SUGARCANE,0.85621872
Kopargaon,SUGARCANE,0.82175924
Kopargaon,SUGARCANE,0.838579876
Kopargaon,SUGARCANE,0.814449488
Kopargaon,SUGARCANE,0.777428858
Kopargaon,SUGARCANE,0.913286434
Kopargaon,SUGARCANE,0.828211172
Kopargaon,SUGARCANE,0.92099961
Kopargaon,SUGARCANE,0.794583247
Kopargaon,SUGARCANE,0.843922214
Kopargaon,SUGARCANE,0.764712487
Kopargaon,SUGARCANE,0.749946687
Kopargaon,SUGARCANE,0.890549391
Kopargaon,SUGARCANE,0.923398372
Kopargaon,SUGARCANE,0.711724952
Kopargaon,SUGARCANE,0.835541866
Kopargaon,SUGARCANE,0.975170862
Kopargaon,SUGARCANE,0.766057017
Kopargaon,SUGARCANE,0.780390402
Kopargaon,SUGARCANE,0.90003964
Kopargaon,SUGARCANE,0.884979101
Kopargaon,SUGARCANE,0.753627934
Kopargaon,SUGARCANE,0.715755256
Kopargaon,SUGARCANE,0.916447271
Kopargaon,SUGARCANE,0.984344116
Kopargaon,SUGARCANE,0.717866979
Kopargaon,SUGARCANE,0.931101735
Kopargaon,SUGARCANE,0.955302453
Kopargaon,SUGARCANE,0.88338455
Kopargaon,SUGARCANE,0.820433251
Kopargaon,SUGARCANE,0.774262158
Kopargaon,SUGARCANE,0.72853839
Kopargaon,SUGARCANE,0.949587876
Kopargaon,SUGARCANE,0.892391653
Kopargaon,SUGARCANE,0.973896888
Kopargaon,SUGARCANE,0.814597135
Kopargaon,SUGARCANE,0.924696797
Kopargaon,SUGARCANE,0.7618663
Kopargaon,SUGARCANE,0.82726253
Kopargaon,SUGARCANE,0.863138368
Kopargaon,SUGARCANE,0.843646902
Kopargaon,SUGARCANE,0.726730679
Kopargaon,SUGARCANE,0.832939966
Kopargaon,SUGARCANE,0.703222425
Kopargaon,SUGARCANE,0.740134385
Kopargaon,SUGARCANE,0.918747151
Kopargaon,SUGARCANE,0.863506
Kopargaon,SUGARCANE,0.878266865
Kopargaon,SUGARCANE,0.981632363
Kopargaon,SUGARCANE,0.934066276
Kopargaon,SUGARCANE,0.985348101
Kopargaon,SUGARCANE,0.811157771
Kopargaon,SUGARCANE,0.84630021
Kopargaon,SUGARCANE,0.943926117
Kopargaon,SUGARCANE,0.961240939
Kopargaon,SUGARCANE,0.800542845
Kopargaon,SUGARCANE,0.946455208
Kopargaon,SUGARCANE,0.902948888
Kopargaon,SUGARCANE,0.848748269
Kopargaon,SUGARCANE,0.929272089
Kopargaon,SUGARCANE,0.888681791
Kopargaon,SUGARCANE,0.87333695
Kopargaon,SUGARCANE,0.995346461
Kopargaon,SUGARCANE,0.77427452
Kopargaon,SUGARCANE,0.783930149
Kopargaon,SUGARCANE,0.839515935
Kopargaon,SUGARCANE,0.994913237
Kopargaon,SUGARCANE,0.817027781
Kopargaon,SUGARCANE,0.846273737
Kopargaon,SUGARCANE,0.861756363
Kopargaon,SUGARCANE,0.700345994
Kopargaon,SUGARCANE,0.992997036
Kopargaon,SUGARCANE,0.968095359
Kopargaon,SUGARCANE,0.755272311
Kopargaon,SUGARCANE,0.744012539
Kopargaon,SUGARCANE,0.954315665
Kopargaon,SUGARCANE,0.92359868
Kopargaon,SUGARCANE,0.83865278
Kopargaon,SUGARCANE,0.942467125
Kopargaon,SUGARCANE,0.764807191
Kopargaon,SUGARCANE,0.816188
Kopargaon,SUGARCANE,0.733754214
Kopargaon,SUGARCANE,0.717102929
Kopargaon,SUGARCANE,0.91941765
Kopargaon,SUGARCANE,0.836624604
Kopargaon,SUGARCANE,0.883549016
Kopargaon,SUGARCANE,0.853441629
Kopargaon,SUGARCANE,0.83596954
Kopargaon,SUGARCANE,0.73411383
Kopargaon,SUGARCANE,0.769823649
Kopargaon,SUGARCANE,0.764834528
Kopargaon,SUGARCANE,0.917518858
Kopargaon,SUGARCANE,0.907911979
Kopargaon,SUGARCANE,0.784328068
Kopargaon,SUGARCANE,0.706554728
Kopargaon,SUGARCANE,0.845941433
Kopargaon,SUGARCANE,0.772347728
Kopargaon,SUGARCANE,0.923960645
Kopargaon,SUGARCANE,0.753093356
Kopargaon,SUGARCANE,0.735708616
Kopargaon,SUGARCANE,0.955030434
Kopargaon,SUGARCANE,0.715507706
Kopargaon,SUGARCANE,0.767723085
Kopargaon,SUGARCANE,0.923800668
Kopargaon,SUGARCANE,0.835613037
Kopargaon,SUGARCANE,0.721497856
Kopargaon,SUGARCANE,0.816097968
Kopargaon,SUGARCANE,0.968533699
Kopargaon,SUGARCANE,0.829380243
Kopargaon,SUGARCANE,0.86679885
Kopargaon,SUGARCANE,0.786739756
Kopargaon,SUGARCANE,0.881981636
Kopargaon,SUGARCANE,0.841685768
Kopargaon,SUGARCANE,0.9972581
Kopargaon,SUGARCANE,0.707337564
Kopargaon,SUGARCANE,0.993346023
Kopargaon,SUGARCANE,0.869132084
Kopargaon,SUGARCANE,0.827165618
Kopargaon,SUGARCANE,0.85648652
Kopargaon,SUGARCANE,0.883667032
Kopargaon,SUGARCANE,0.969770568
Kopargaon,SUGARCANE,0.714280313
Kopargaon,SUGARCANE,0.94820231
Kopargaon,SUGARCANE,0.810692221
Kopargaon,SUGARCANE,0.833215219
Kopargaon,SUGARCANE,0.758957833
Kopargaon,SUGARCANE,0.997392798
Kopargaon,SUGARCANE,0.870794899
Kopargaon,SUGARCANE,0.707298817
Kopargaon,SUGARCANE,0.923018443
Kopargaon,SUGARCANE,0.813783577
Kopargaon,SUGARCANE,0.956169784
Kopargaon,SUGARCANE,0.987636932
Kopargaon,SUGARCANE,0.818662726
Kopargaon,SUGARCANE,0.945134412
Kopargaon,SUGARCANE,0.889724585
Kopargaon,SUGARCANE,0.812114471
Kopargaon,SUGARCANE,0.840891912
Kopargaon,SUGARCANE,0.80415242
Kopargaon,SUGARCANE,0.861379977
Kopargaon,SUGARCANE,0.781546669
Kopargaon,SUGARCANE,0.792303301
Kopargaon,SUGARCANE,0.81875208
Kopargaon,SUGARCANE,0.894167627
Kopargaon,SUGARCANE,0.780205632
Kopargaon,SUGARCANE,0.81306691
Kopargaon,SUGARCANE,0.851464692
Kopargaon,SUGARCANE,0.829605992
Kopargaon,SUGARCANE,0.98077382
Kopargaon,SUGARCANE,0.944818585
Kopargaon,SUGARCANE,0.78784828
Kopargaon,SUGARCANE,0.808058157
Kopargaon,SUGARCANE,0.899966972
Kopargaon,SUGARCANE,0.912362446
Kopargaon,SUGARCANE,0.97025447
Kopargaon,SUGARCANE,0.953538147
Kopargaon,SUGARCANE,0.786236535
Kopargaon,SUGARCANE,0.887913103
Kopargaon,SUGARCANE,0.948821218
Kopargaon,SUGARCANE,0.888570731
Kopargaon,SUGARCANE,0.823958295
Kopargaon,SUGARCANE,0.73718102
Kopargaon,SUGARCANE,0.767035397
Kopargaon,SUGARCANE,0.900305558
Kopargaon,SUGARCANE,0.816562012
Kopargaon,SUGARCANE,0.949789518
Kopargaon,SUGARCANE,0.736533984
Kopargaon,SUGARCANE,0.837317411
Kopargaon,SUGARCANE,0.846884826
Kopargaon,SUGARCANE,0.872651168
Kopargaon,SUGARCANE,0.789899328
Kopargaon,SUGARCANE,0.773293155
Kopargaon,SUGARCANE,0.948602337
Kopargaon,SUGARCANE,0.982967528
Kopargaon,SUGARCANE,0.872387427
Kopargaon,SUGARCANE,0.880427456
Kopargaon,SUGARCANE,0.858220057
Kopargaon,SUGARCANE,0.934339704
Kopargaon,SUGARCANE,0.745537385
Kopargaon,SUGARCANE,0.9246764
Kopargaon,SUGARCANE,0.747379268
Kopargaon,SUGARCANE,0.732731885
Kopargaon,SUGARCANE,0.884148336
Kopargaon,SUGARCANE,0.715661033
Kopargaon,SUGARCANE,0.891804115
Kopargaon,SUGARCANE,0.833974902
Kopargaon,SUGARCANE,0.787787503
Kopargaon,SUGARCANE,0.963595616
Kopargaon,SUGARCANE,0.858391266
Kopargaon,SUGARCANE,0.879178234
Kopargaon,SUGARCANE,0.836968533
Kopargaon,SUGARCANE,0.999534753
Kopargaon,SUGARCANE,0.964577016
Kopargaon,SUGARCANE,0.767065248
Kopargaon,SUGARCANE,0.866414898
Kopargaon,SUGARCANE,0.744682262
Kopargaon,SUGARCANE,0.829542463
Kopargaon,SUGARCANE,0.817593488
Kopargaon,SUGARCANE,0.905554489
Kopargaon,SUGARCANE,0.973192698
Kopargaon,SUGARCANE,0.872030414
Kopargaon,SUGARCANE,0.897118622
Kopargaon,SUGARCANE,0.965222143
Kopargaon,SUGARCANE,0.939592776
Kopargaon,SUGARCANE,0.771672525
Kopargaon,SUGARCANE,0.899172951
Kopargaon,SUGARCANE,0.809969674
Kopargaon,SUGARCANE,0.81330378
Kopargaon,SUGARCANE,0.909449529
Kopargaon,SUGARCANE,0.723656531
Kopargaon,SUGARCANE,0.839130483
Kopargaon,SUGARCANE,0.750135164
Kopargaon,SUGARCANE,0.707687328
Kopargaon,SUGARCANE,0.99364783
Kopargaon,SUGARCANE,0.711937339
Kopargaon,SUGARCANE,0.757381349
Kopargaon,SUGARCANE,0.855029165
Kopargaon,SUGARCANE,0.997230791
Kopargaon,SUGARCANE,0.96921686
Kopargaon,SUGARCANE,0.748172526
Kopargaon,SUGARCANE,0.708607612
Kopargaon,SUGARCANE,0.823536883
Kopargaon,SUGARCANE,0.992681425
Kopargaon,SUGARCANE,0.713847622
Kopargaon,SUGARCANE,0.834228471
Kopargaon,SUGARCANE,0.708041738
Kopargaon,SUGARCANE,0.735052804
Kopargaon,SUGARCANE,0.741917039
Kopargaon,SUGARCANE,0.743778201
Kopargaon,SUGARCANE,0.849804859
Kopargaon,SUGARCANE,0.760036777
Kopargaon,SUGARCANE,0.806959009
Kopargaon,SUGARCANE,0.83938917
Kopargaon,SUGARCANE,0.837401431
Kopargaon,SUGARCANE,0.896493112
Kopargaon,SUGARCANE,0.807695866
Kopargaon,SUGARCANE,0.947994635
Kopargaon,SUGARCANE,0.911071634
Kopargaon,SUGARCANE,0.91557147
Kopargaon,SUGARCANE,0.775237881
Kopargaon,SUGARCANE,0.964125695
Kopargaon,SUGARCANE,0.851057348
Kopargaon,SUGARCANE,0.746843132
Kopargaon,SUGARCANE,0.795620908
Kopargaon,SUGARCANE,0.707848624
Kopargaon,SUGARCANE,0.852052678
Kopargaon,SUGARCANE,0.753890704
Kopargaon,SUGARCANE,0.794290641
Kopargaon,SUGARCANE,0.946194544
Kopargaon,SUGARCANE,0.933242477
Kopargaon,SUGARCANE,0.983147406
Kopargaon,SUGARCANE,0.868351833
Kopargaon,SUGARCANE,0.983552576
Kopargaon,SUGARCANE,0.943962824
Kopargaon,SUGARCANE,0.930511467
Kopargaon,SUGARCANE,0.915188672
Kopargaon,SUGARCANE,0.991912893
Kopargaon,SUGARCANE,0.893340668
Kopargaon,SUGARCANE,0.991714581
Kopargaon,SUGARCANE,0.702507161
Kopargaon,SUGARCANE,0.953951348
Kopargaon,SUGARCANE,0.852375313
Kopargaon,SUGARCANE,0.971945763
Kopargaon,SUGARCANE,0.999882613
Kopargaon,SUGARCANE,0.757567167
Kopargaon,SUGARCANE,0.771452006
Kopargaon,SUGARCANE,0.78824251
Kopargaon,SUGARCANE,0.809039995
Kopargaon,SUGARCANE,0.81111288
Kopargaon,SUGARCANE,0.866119002
Kopargaon,SUGARCANE,0.700901094
Kopargaon,SUGARCANE,0.765334865
Kopargaon,SUGARCANE,0.862316939
Kopargaon,SUGARCANE,0.995495959
Kopargaon,SUGARCANE,0.982361531
Kopargaon,SUGARCANE,0.997913467
Kopargaon,SUGARCANE,0.925894269
Kopargaon,SUGARCANE,0.916606224
Kopargaon,SUGARCANE,0.73616134
Kopargaon,SUGARCANE,0.730766727
Kopargaon,SUGARCANE,0.957920974
Kopargaon,SUGARCANE,0.754775471
Kopargaon,SUGARCANE,0.778814413
Kopargaon,SUGARCANE,0.852717983
Kopargaon,SUGARCANE,0.975503999
Kopargaon,SUGARCANE,0.885563676
Kopargaon,SUGARCANE,0.924442583
Kopargaon,SUGARCANE,0.809026374
Kopargaon,SUGARCANE,0.885528685
Kopargaon,SUGARCANE,0.95477042
Kopargaon,SUGARCANE,0.850622598
Kopargaon,SUGARCANE,0.923001667
Kopargaon,SUGARCANE,0.793956594
Kopargaon,SUGARCANE,0.757164537
Kopargaon,SUGARCANE,0.772335219
Kopargaon,SUGARCANE,0.914331413
Kopargaon,SUGARCANE,0.891935848
Kopargaon,SUGARCANE,0.953996972
Kopargaon,SUGARCANE,0.796261878
Kopargaon,SUGARCANE,0.800117835
Kopargaon,SUGARCANE,0.748581132
Kopargaon,SUGARCANE,0.723441914
Kopargaon,SUGARCANE,0.922627018
Kopargaon,SUGARCANE,0.78943442
Kopargaon,SUGARCANE,0.706691707
Kopargaon,SUGARCANE,0.777231242
Kopargaon,SUGARCANE,0.82719453
Kopargaon,SUGARCANE,0.991607683
Kopargaon,SUGARCANE,0.745334269
Kopargaon,SUGARCANE,0.89266012
Kopargaon,SUGARCANE,0.821344421
Kopargaon,SUGARCANE,0.747179729
Kopargaon,SUGARCANE,0.964203135
Kopargaon,SUGARCANE,0.921554205
Kopargaon,SUGARCANE,0.770133405
Kopargaon,SUGARCANE,0.74782974
Kopargaon,SUGARCANE,0.819148239
Kopargaon,SUGARCANE,0.788743548
Kopargaon,SUGARCANE,0.826007543
Kopargaon,SUGARCANE,0.889319468
Kopargaon,SUGARCANE,0.98001195
Kopargaon,SUGARCANE,0.780517954
Kopargaon,SUGARCANE,0.911612098
Kopargaon,SUGARCANE,0.812591997
Kopargaon,SUGARCANE,0.969859608
Kopargaon,SUGARCANE,0.8251852
Kopargaon,SUGARCANE,0.889352909
Kopargaon,SUGARCANE,0.784318908
Kopargaon,SUGARCANE,0.99716124
Kopargaon,SUGARCANE,0.900706831
Kopargaon,SUGARCANE,0.726531768
Kopargaon,SUGARCANE,0.88085765
Kopargaon,SUGARCANE,0.876629136
Kopargaon,SUGARCANE,0.774243478
Kopargaon,SUGARCANE,0.815299229
Kopargaon,SUGARCANE,0.786623872
Kopargaon,SUGARCANE,0.93758545
Kopargaon,SUGARCANE,0.750711748
Kopargaon,SUGARCANE,0.889461817
Kopargaon,SUGARCANE,0.973440178
Kopargaon,SUGARCANE,0.875590554
Kopargaon,SUGARCANE,0.713373786
Kopargaon,SUGARCANE,0.788041958
Kopargaon,SUGARCANE,0.888720298
Kopargaon,SUGARCANE,0.807853561
Kopargaon,SUGARCANE,0.924579759
Kopargaon,SUGARCANE,0.728538639
Kopargaon,SUGARCANE,0.91434844
Kopargaon,SUGARCANE,0.733411046
Kopargaon,SUGARCANE,0.934013332
Kopargaon,SUGARCANE,0.923513486
Kopargaon,SUGARCANE,0.957042266
Kopargaon,SUGARCANE,0.997855075
Kopargaon,SUGARCANE,0.811766927
Kopargaon,SUGARCANE,0.796496051
Kopargaon,SUGARCANE,0.834639102
Kopargaon,SUGARCANE,0.835983547
Kopargaon,SUGARCANE,0.830620931
Kopargaon,SUGARCANE,0.919092546
Kopargaon,SUGARCANE,0.856185885
Kopargaon,SUGARCANE,0.942875912
Kopargaon,SUGARCANE,0.949855005
Kopargaon,SUGARCANE,0.816010333
Kopargaon,SUGARCANE,0.975694448
Kopargaon,SUGARCANE,0.871635162
Kopargaon,SUGARCANE,0.906203228
Kopargaon,SUGARCANE,0.931218661
Kopargaon,SUGARCANE,0.727259782
Kopargaon,SUGARCANE,0.88688168
Kopargaon,SUGARCANE,0.761616309
Kopargaon,SUGARCANE,0.923384639
Kopargaon,SUGARCANE,0.890707289
Kopargaon,SUGARCANE,0.776255822
Kopargaon,SUGARCANE,0.888641381
Kopargaon,SUGARCANE,0.74568328
Kopargaon,SUGARCANE,0.865790568
Kopargaon,SUGARCANE,0.919921574
Kopargaon,SUGARCANE,0.705489148
Kopargaon,SUGARCANE,0.894190774
Kopargaon,SUGARCANE,0.907912233
Kopargaon,SUGARCANE,0.843600459
Kopargaon,SUGARCANE,0.72653775
Kopargaon,SUGARCANE,0.82737678
Kopargaon,SUGARCANE,0.74466478
Kopargaon,SUGARCANE,0.74225343
Kopargaon,SUGARCANE,0.71264133
Kopargaon,SUGARCANE,0.82859186
Kopargaon,SUGARCANE,0.751080588
Kopargaon,SUGARCANE,0.879363255
Kopargaon,SUGARCANE,0.892565727
Kopargaon,SUGARCANE,0.990486282
Kopargaon,SUGARCANE,0.823823636
Kopargaon,SUGARCANE,0.899992378
Kopargaon,SUGARCANE,0.870702013
Kopargaon,SUGARCANE,0.962464294
Kopargaon,SUGARCANE,0.706772201
Kopargaon,SUGARCANE,0.847466087
Kopargaon,SUGARCANE,0.824259047
Kopargaon,SUGARCANE,0.891629245
Kopargaon,SUGARCANE,0.702079788
Kopargaon,SUGARCANE,0.880534172
Kopargaon,SUGARCANE,0.740111927
Kopargaon,SUGARCANE,0.98403229
Kopargaon,SUGARCANE,0.750003748
Kopargaon,SUGARCANE,0.879640804
Kopargaon,SUGARCANE,0.711111479
Kopargaon,SUGARCANE,0.876471516
Kopargaon,SUGARCANE,0.719736686
Kopargaon,SUGARCANE,0.830891261
Kopargaon,SUGARCANE,0.943464058
Kopargaon,SUGARCANE,0.731430466
Kopargaon,SUGARCANE,0.920235985
Kopargaon,SUGARCANE,0.807092461
Kopargaon,SUGARCANE,0.803958329
Kopargaon,SUGARCANE,0.740699073
Kopargaon,SUGARCANE,0.790619165
Kopargaon,SUGARCANE,0.884391096
Kopargaon,SUGARCANE,0.732662137
Kopargaon,SUGARCANE,0.884021447
Kopargaon,SUGARCANE,0.839512411
Kopargaon,SUGARCANE,0.884371826
Kopargaon,SUGARCANE,0.994513144
Kopargaon,SUGARCANE,0.72792564
Kopargaon,SUGARCANE,0.943567091
Kopargaon,SUGARCANE,0.864065833
Kopargaon,SUGARCANE,0.921151001
Kopargaon,SUGARCANE,0.921143334
Kopargaon,SUGARCANE,0.708814775
Kopargaon,SUGARCANE,0.97117402
Kopargaon,SUGARCANE,0.785252217
Kopargaon,SUGARCANE,0.751691861
Kopargaon,SUGARCANE,0.900036639
Kopargaon,SUGARCANE,0.813447986
Kopargaon,SUGARCANE,0.7965937
Kopargaon,SUGARCANE,0.802772476
Kopargaon,SUGARCANE,0.916402006
Kopargaon,SUGARCANE,0.714726743
Kopargaon,SUGARCANE,0.703019276
Kopargaon,SUGARCANE,0.854564168
Kopargaon,SUGARCANE,0.908669392
Kopargaon,SUGARCANE,0.951792059
Kopargaon,SUGARCANE,0.947662455
Kopargaon,SUGARCANE,0.929649508
Kopargaon,SUGARCANE,0.872968749
Kopargaon,SUGARCANE,0.709929326
Kopargaon,SUGARCANE,0.847789933
Kopargaon,SUGARCANE,0.889883583
Kopargaon,SUGARCANE,0.940221227
Kopargaon,SUGARCANE,0.886327064
Kopargaon,SUGARCANE,0.872619555
Kopargaon,SUGARCANE,0.842011028
Kopargaon,SUGARCANE,0.886193971
Kopargaon,SUGARCANE,0.865027531
Kopargaon,SUGARCANE,0.780230707
Kopargaon,SUGARCANE,0.839463032
Kopargaon,SUGARCANE,0.855947471
Kopargaon,SUGARCANE,0.870375562
Kopargaon,SUGARCANE,0.869354524
Kopargaon,SUGARCANE,0.994556314
Kopargaon,SUGARCANE,0.834216441
Kopargaon,SUGARCANE,0.900682952
Kopargaon,SUGARCANE,0.707245259
Kopargaon,SUGARCANE,0.844872065
Kopargaon,SUGARCANE,0.795465092
Kopargaon,SUGARCANE,0.786720286
Kopargaon,SUGARCANE,0.745428412
Kopargaon,SUGARCANE,0.945909968
Kopargaon,SUGARCANE,0.705337204
Kopargaon,SUGARCANE,0.980581607
Kopargaon,SUGARCANE,0.968006609
Kopargaon,SUGARCANE,0.905241947
Kopargaon,SUGARCANE,0.844457957
Kopargaon,SUGARCANE,0.981622858
Kopargaon,SUGARCANE,0.729183633
Kopargaon,SUGARCANE,0.724021231
Kopargaon,SUGARCANE,0.885814904
Kopargaon,SUGARCANE,0.824303153
Kopargaon,SUGARCANE,0.890062231
Kopargaon,SUGARCANE,0.709926542
Kopargaon,SUGARCANE,0.969171931
Kopargaon,SUGARCANE,0.73867092
Kopargaon,SUGARCANE,0.837624247
Kopargaon,SUGARCANE,0.758463552
Kopargaon,SUGARCANE,0.815182144
Kopargaon,SUGARCANE,0.954540403
Kopargaon,SUGARCANE,0.873901594
Kopargaon,SUGARCANE,0.769762481
Kopargaon,SUGARCANE,0.963575144
Kopargaon,SUGARCANE,0.847505876
Kopargaon,SUGARCANE,0.745514695
Kopargaon,SUGARCANE,0.977742428
Kopargaon,SUGARCANE,0.970648633
Kopargaon,SUGARCANE,0.896150743
Kopargaon,SUGARCANE,0.919533551
Kopargaon,SUGARCANE,0.878191631
Kopargaon,SUGARCANE,0.781751338
Kopargaon,SUGARCANE,0.763127639
Kopargaon,SUGARCANE,0.895537834
Kopargaon,SUGARCANE,0.887879035
Kopargaon,SUGARCANE,0.719007055
Kopargaon,SUGARCANE,0.88780088
Kopargaon,SUGARCANE,0.850053999
Kopargaon,SUGARCANE,0.968332656
Kopargaon,SUGARCANE,0.933740721
Kopargaon,SUGARCANE,0.962221595
Kopargaon,SUGARCANE,0.720587571
Kopargaon,SUGARCANE,0.903382396
Kopargaon,SUGARCANE,0.861388799
Kopargaon,SUGARCANE,0.975564358
Kopargaon,SUGARCANE,0.952661018
Kopargaon,SUGARCANE,0.961166046
Kopargaon,SUGARCANE,0.81256918
Kopargaon,SUGARCANE,0.913785012
Kopargaon,SUGARCANE,0.715381025
Kopargaon,SUGARCANE,0.890251284
Kopargaon,SUGARCANE,0.794627774
Kopargaon,SUGARCANE,0.814024092
Kopargaon,SUGARCANE,0.836158908
Kopargaon,SUGARCANE,0.875395994
Kopargaon,SUGARCANE,0.800901114
Kopargaon,SUGARCANE,0.874709462
Kopargaon,SUGARCANE,0.995929728
Kopargaon,SUGARCANE,0.771642325
Kopargaon,SUGARCANE,0.997628875
Kopargaon,SUGARCANE,0.853597461
Kopargaon,SUGARCANE,0.914602073
Kopargaon,SUGARCANE,0.97908805
Rahta,SUGARCANE,0.824174063
Rahta,SUGARCANE,0.749752746
Rahta,SUGARCANE,0.812982807
Rahta,SUGARCANE,0.979404165
Rahta,SUGARCANE,0.810097875
Rahta,SUGARCANE,0.873867417
Rahta,SUGARCANE,0.943913278
Rahta,SUGARCANE,0.86677129
Rahta,SUGARCANE,0.737010983
Rahta,SUGARCANE,0.752811498
Rahta,SUGARCANE,0.827485412
Rahta,SUGARCANE,0.953874121
Rahta,SUGARCANE,0.818835803
Rahta,SUGARCANE,0.965979924
Rahta,SUGARCANE,0.915521602
Rahta,SUGARCANE,0.856535903
Rahta,SUGARCANE,0.890697113
Rahta,SUGARCANE,0.900610765
Rahta,SUGARCANE,0.859701261
Rahta,SUGARCANE,0.796145
Rahta,SUGARCANE,0.86359704
Rahta,SUGARCANE,0.747798864
Rahta,SUGARCANE,0.806775939
Rahta,SUGARCANE,0.953517549
Rahta,SUGARCANE,0.831113661
Rahta,SUGARCANE,0.782667847
Rahta,SUGARCANE,0.732710895
Rahta,SUGARCANE,0.711916155
Rahta,SUGARCANE,0.848290208
Rahta,SUGARCANE,0.924931528
Rahta,SUGARCANE,0.961646253
Rahta,SUGARCANE,0.903261196
Rahta,SUGARCANE,0.780770464
Rahta,SUGARCANE,0.727111356
Rahta,SUGARCANE,0.782404427
Rahta,SUGARCANE,0.794663229
Rahta,SUGARCANE,0.86733521
Rahta,SUGARCANE,0.745838883
Rahta,SUGARCANE,0.94518967
Rahta,SUGARCANE,0.901567832
Rahta,SUGARCANE,0.784714745
Rahta,SUGARCANE,0.845299531
Rahta,SUGARCANE,0.826727507
Rahta,SUGARCANE,0.974595125
Rahta,SUGARCANE,0.97168694
Rahta,SUGARCANE,0.826227338
Rahta,SUGARCANE,0.801045407
Rahta,SUGARCANE,0.855321419
Rahta,SUGARCANE,0.727199945
Rahta,SUGARCANE,0.858917315
Rahta,SUGARCANE,0.857048414
Rahta,SUGARCANE,0.782195581
Rahta,SUGARCANE,0.902338026
Rahta,SUGARCANE,0.985562402
Rahta,SUGARCANE,0.947884186
Rahta,SUGARCANE,0.778980465
Rahta,SUGARCANE,0.954501726
Rahta,SUGARCANE,0.888455168
Rahta,SUGARCANE,0.922896437
Rahta,SUGARCANE,0.785982963
Rahta,SUGARCANE,0.974374046
Rahta,SUGARCANE,0.879975483
Rahta,SUGARCANE,0.770355405
Rahta,SUGARCANE,0.991918366
Rahta,SUGARCANE,0.790545101
Rahta,SUGARCANE,0.781899034
Rahta,SUGARCANE,0.82331976
Rahta,SUGARCANE,0.828156949
Rahta,SUGARCANE,0.700484589
Rahta,SUGARCANE,0.810855489
Rahta,SUGARCANE,0.999598831
Rahta,SUGARCANE,0.792883188
Rahta,SUGARCANE,0.938571045
Rahta,SUGARCANE,0.791002007
Rahta,SUGARCANE,0.94898443
Rahta,SUGARCANE,0.810008016
Rahta,SUGARCANE,0.817000446
Rahta,SUGARCANE,0.790719168
Rahta,SUGARCANE,0.886551103
Rahta,SUGARCANE,0.848464417
Rahta,SUGARCANE,0.758076861
Rahta,SUGARCANE,0.907411119
Rahta,SUGARCANE,0.751732673
Rahta,SUGARCANE,0.913204669
Rahta,SUGARCANE,0.725169618
Rahta,SUGARCANE,0.742396954
Rahta,SUGARCANE,0.864900452
Rahta,SUGARCANE,0.903919696
Rahta,SUGARCANE,0.887572688
Rahta,SUGARCANE,0.867624467
Rahta,SUGARCANE,0.893897201
Rahta,SUGARCANE,0.858708757
Rahta,SUGARCANE,0.913795453
Rahta,SUGARCANE,0.738125903
Rahta,SUGARCANE,0.880533079
Rahta,SUGARCANE,0.849890901
Rahta,SUGARCANE,0.836669153
Rahta,SUGARCANE,0.916392925
Rahta,SUGARCANE,0.95120977
Rahta,SUGARCANE,0.866103345
Rahta,SUGARCANE,0.838459317
Rahta,SUGARCANE,0.781652563
Rahta,SUGARCANE,0.840801674
Rahta,SUGARCANE,0.769934882
Rahta,SUGARCANE,0.931883416
Rahta,SUGARCANE,0.949935936
Rahta,SUGARCANE,0.731158902
Rahta,SUGARCANE,0.921550581
Rahta,SUGARCANE,0.945304858
Rahta,SUGARCANE,0.857190215
Rahta,SUGARCANE,0.902588102
Rahta,SUGARCANE,0.843893142
Rahta,SUGARCANE,0.770666372
Rahta,SUGARCANE,0.990783006
Rahta,SUGARCANE,0.761465208
Rahta,SUGARCANE,0.879229974
Rahta,SUGARCANE,0.948482232
Rahta,SUGARCANE,0.707148124
Rahta,SUGARCANE,0.845842575
Rahta,SUGARCANE,0.882921433
Rahta,SUGARCANE,0.767827277
Rahta,SUGARCANE,0.89118455
